0.3807,0
1.3622,0.0009
1.3608,0.0007
1.3514,-0.0013
1.3636,0.0029
1.3650,0.0036
1.3719,0.0079
1.3770,0.0121
1.3786,0.0138
1.8686,0.6468
2.4512,1.2279
2.9264,1.5886
2.9278,1.5896
2.9304,1.5918
3.4968,2.2035
4.1429,2.7447
4.5095,2.9772
4.9728,3.2799
5.3121,3.5279
5.6733,3.7932
6.0133,4.0316
6.3530,4.2716
6.7044,4.5257
7.0647,4.7831
7.4036,5.0226
7.7476,5.2685
8.0840,5.5063
8.4262,5.7466
8.7805,6.0027
9.1435,6.2620
9.4933,6.5088
9.8498,6.7637
10.2013,7.0088
10.5458,7.2546
10.8925,7.5006
11.2171,7.7296
11.5690,7.9794
11.9229,8.2273
12.2777,8.4850
12.6310,8.7373
12.9883,8.9902
13.3271,9.2314
13.6781,9.4799
14.0311,9.7350
14.3975,9.9982
14.7454,10.2462
15.1000,10.4999
15.4379,10.7374
15.7776,10.9799
16.1432,11.2425
16.4958,11.4959
16.8449,11.7448
17.2059,12.0051
17.5494,12.2466
17.9063,12.5032
18.2571,12.7497
18.5923,12.9864
18.9472,13.2433
19.2933,13.4907
19.6206,13.7193
19.9470,13.9499
20.2927,14.1970
20.6437,14.4503
21.0065,14.7102
21.3500,14.9503
21.7116,15.2077
22.0610,15.4572
22.3979,15.6947
22.7561,15.9523
23.0921,16.1921
23.4137,16.4200
23.7533,16.6617
24.0938,16.9049
24.4460,17.1554
24.7851,17.4000
25.1389,17.6507
25.4719,17.8860
25.8266,18.1401
26.1602,18.3768
26.5028,18.6233
26.8681,18.8827
27.2125,19.1248
27.5568,19.3690
27.9143,19.6257
28.2526,19.8679
28.6049,20.1191
28.9383,20.3565
29.2862,20.6027
29.6263,20.8482
29.9694,21.0917
30.3091,21.3350
30.6281,21.5594
30.9863,21.8121
31.3226,22.0505
31.6673,22.2973
32.0246,22.5508
32.3682,22.7917
32.7237,23.0488
33.1143,23.3291
33.4592,23.5725
33.8050,23.8221
34.1723,24.0838
34.5176,24.3279
34.8770,24.5789
35.2202,24.8262
35.5777,25.0816
35.9427,25.3410
36.2927,25.5895
36.6329,25.8297
36.9782,26.0791
37.3458,26.3429
37.7031,26.5977
38.0557,26.8503
38.4267,27.1173
38.7624,27.3550
39.0993,27.5942
39.4475,27.8447
39.7786,28.0807
40.1421,28.3443
40.5054,28.6031
40.8442,28.8420
41.1733,29.0757
41.5122,29.3151
41.8526,29.5556
42.2013,29.8038
42.5540,30.0558
42.8921,30.2926
43.2250,30.5299
43.5652,30.7725
43.8970,31.0076
44.2392,31.2506
44.5864,31.4954
44.9261,31.7394
45.2847,31.9990
45.6396,32.2513
45.9913,32.4992
46.3332,32.7411
46.6851,32.9945
47.0387,33.2462
47.3765,33.4847
47.7152,33.7246
48.0626,33.9746
48.4103,34.2242
48.7564,34.4704
49.1082,34.7237
49.4642,34.9794
49.8300,35.2415
50.1605,35.4752
50.4911,35.7121
50.8618,35.9771
50.8769,35.9877
50.8797,35.9903
50.8824,35.9934
50.8833,35.9946
50.8849,35.9975
50.8849,35.9974
50.8821,35.9872
50.8822,35.9882
50.8820,35.9811
50.8812,35.9904
50.8817,35.9879
50.6334,36.7563
50.6303,36.7630
50.6287,36.7657
50.6407,36.7502
50.0584,37.3452
49.5505,38.0319
49.2215,38.6398
48.8843,39.1494
48.5859,39.5411
48.2846,39.9617
48.0401,40.3329
47.7828,40.7095
47.5340,41.0569
47.2603,41.4387
47.0334,41.7704
46.7975,42.1111
46.5590,42.4514
46.3135,42.7971
46.0741,43.1368
45.8295,43.4863
45.5883,43.8301
45.3435,44.1781
45.0991,44.5278
44.8472,44.8847
44.6086,45.2266
44.3527,45.5853
44.1066,45.9380
43.8571,46.2945
43.6081,46.6510
43.3616,47.0021
43.1145,47.3555
42.8931,47.6758
42.6510,48.0221
42.4003,48.3724
42.1512,48.7311
41.9090,49.0783
41.6669,49.4206
41.4055,49.7857
41.1622,50.1352
40.9276,50.4716
40.6701,50.8359
40.4242,51.1879
40.1922,51.5219
39.9551,51.8598
39.7053,52.2193
39.4642,52.5620
39.2226,52.9082
39.2299,52.8978
39.2231,52.9054
39.2300,52.8992
39.2283,52.9005
39.2339,52.8974
39.2377,52.8958
39.2396,52.8953
39.2328,52.8964
39.2219,52.8967
38.1600,52.8122
38.1591,52.8121
38.1603,52.8124
38.1669,52.8150
38.1693,52.8163
38.1653,52.8135
38.1714,52.8189
37.6061,52.1907
36.9708,51.6548
36.2685,51.2155
36.2747,51.2183
36.2706,51.2159
36.2854,51.2273
35.6909,50.6514
35.0126,50.1488
34.2727,49.7436
33.5167,49.4567
32.6977,49.2606
31.8570,49.1776
31.0314,49.2083
30.2057,49.3510
29.4027,49.6054
28.6329,49.9714
27.9089,50.4463
27.2781,51.0067
26.7714,51.6013
26.3116,52.2996
25.9806,52.9826
25.6574,53.8017
25.2795,54.6188
24.8577,55.3250
24.3411,56.0388
24.3363,56.0479
24.3335,56.0519
24.3378,56.0470
23.6991,56.6233
23.1509,57.2808
