0,0
-0.0089,0
-0.0152,-0.0007
-0.0114,0.0002
-0.0194,-0.0028
-0.0131,0.0004
-0.0098,0.0025
0.6101,0.5204
1.3254,0.9789
1.8474,1.2193
1.8487,1.2200
1.8368,1.2118
2.4637,1.7661
3.1532,2.2285
3.5474,2.4195
4.0793,2.6696
4.4678,2.8813
4.8786,3.1151
5.2342,3.3056
5.5940,3.4970
5.9479,3.6889
6.3161,3.8901
6.6653,4.0797
7.0304,4.2809
7.4234,4.5004
7.7895,4.7022
8.1448,4.8942
8.4926,5.0851
8.8573,5.2872
9.2348,5.4964
9.5914,5.6908
9.9514,5.8891
10.3229,6.0953
10.6879,6.2958
11.0471,6.4953
11.4239,6.7078
11.7919,6.9109
12.1684,7.1231
12.5634,7.3440
12.9429,7.5546
13.3168,7.7613
13.6841,7.9667
14.0354,8.1613
14.4310,8.3837
14.8042,8.5886
15.1749,8.7935
15.5525,9.0060
15.9386,9.2212
16.3057,9.4252
16.6655,9.6240
17.0305,9.8278
17.3900,10.0255
17.7501,10.2234
18.1080,10.4220
18.4926,10.6392
18.8685,10.8473
19.2656,11.0687
19.6391,11.2733
20.0099,11.4785
20.3870,11.6913
20.7707,11.9029
21.1485,12.1089
21.5105,12.3114
21.8965,12.5264
22.2762,12.7361
22.6410,12.9410
23.0401,13.1653
23.3975,13.3609
23.7647,13.5652
24.1494,13.7815
24.5293,13.9895
24.8836,14.1852
25.2806,14.4122
25.6615,14.6258
26.0185,14.8217
26.3773,15.0182
26.7467,15.2257
27.1125,15.4289
27.4505,15.6135
27.8190,15.8168
28.2000,16.0327
28.5885,16.2503
28.9580,16.4540
29.3329,16.6629
29.6856,16.8568
30.0559,17.0628
30.4380,17.2751
30.8249,17.4930
31.1998,17.7001
31.5637,17.9032
31.9095,18.0921
32.2737,18.2936
32.6751,18.5207
33.0499,18.7291
33.4243,18.9353
33.8171,19.1552
34.2015,19.3723
34.5872,19.5856
34.5792,19.5812
34.5792,19.5812
34.5815,19.5833
34.5768,19.5778
34.5680,19.5648
34.5654,19.5598
34.5652,19.5593
34.5640,19.5544
34.5641,19.5548
34.5640,19.5503
34.5646,19.5452
34.5633,19.5509
34.5604,19.5593
34.5589,19.5625
34.1116,20.2669
33.7649,21.0303
33.7629,21.0368
33.7585,21.0471
33.7610,21.0427
33.2434,21.7469
32.8493,22.4824
32.8481,22.4856
32.8463,22.4891
32.3896,23.1690
32.0305,23.8980
31.7678,24.6760
31.6040,25.4988
31.5491,26.3234
31.6042,27.1714
31.7744,28.0040
32.0520,28.7898
32.4383,29.5363
32.9058,30.2026
33.4731,30.8145
34.1197,31.3467
34.8295,31.7797
35.3605,32.0144
36.0095,32.3135
36.5156,32.5838
36.8886,32.7894
37.2405,32.9849
37.6031,33.1864
38.3239,33.5894
38.3186,33.5872
38.3139,33.5846
38.3141,33.5848
38.9049,34.1173
39.6041,34.6012
40.3434,34.9751
40.3432,34.9750
40.3558,34.9811
40.3599,34.9837
41.0197,35.5159
41.7360,35.9415
42.4931,36.2582
43.2817,36.4708
44.1079,36.5803
44.9276,36.5748
45.7516,36.4636
46.5753,36.2352
47.3426,35.8971
48.0745,35.4459
48.7372,34.8906
49.3007,34.2680
49.7692,33.5872
