0.3741,0
0.3721,0.0000
0.3816,0.0012
0.3888,0.0029
0.3846,0.0013
0.3806,-0.0007
0.3854,0.0025
0.3947,0.0104
0.9570,0.6163
1.4133,1.2569
1.6147,1.6235
1.8882,2.1151
2.1245,2.4892
2.3694,2.8879
2.5778,3.2481
2.7889,3.6200
3.0080,3.9975
3.2259,4.3601
3.4487,4.7364
3.6558,5.0990
3.8764,5.4827
4.0992,5.8668
4.3108,6.2311
4.5273,6.5998
4.7295,6.9515
4.9363,7.3053
5.1569,7.6876
5.3690,8.0581
5.5991,8.4639
5.8184,8.8386
6.0379,9.2150
6.2592,9.6044
6.4858,9.9937
6.7049,10.3639
6.9193,10.7389
7.1462,11.1367
7.3577,11.5000
7.5629,11.8525
7.7675,12.2034
7.9830,12.5774
8.2072,12.9663
8.4186,13.3317
8.6240,13.6878
8.8397,14.0623
9.0447,14.4185
9.2598,14.7940
9.4766,15.1727
9.6756,15.5157
9.8774,15.8634
10.1009,16.2500
10.3084,16.6112
10.5273,16.9987
10.7481,17.3810
10.9533,17.7311
11.1631,18.0969
11.3723,18.4617
11.5819,18.8253
11.7963,19.1984
12.0072,19.5575
12.2239,19.9335
12.4399,20.3079
12.6571,20.6856
12.8642,21.0430
13.0797,21.4198
13.2931,21.7888
13.5022,22.1476
13.7050,22.4953
13.9256,22.8842
14.1409,23.2566
14.3494,23.6178
14.5679,23.9905
14.7826,24.3658
14.9997,24.7451
15.2015,25.0933
15.4129,25.4619
15.6289,25.8459
15.8474,26.2200
16.0557,26.5806
16.2677,26.9505
16.4799,27.3114
16.6906,27.6751
16.9045,28.0457
17.1283,28.4367
17.3417,28.8033
17.5563,29.1760
17.7748,29.5594
17.9842,29.9155
18.1949,30.2823
18.4104,30.6589
18.6222,31.0251
18.8368,31.4006
19.0611,31.7919
19.2728,32.1564
19.4811,32.5158
19.6954,32.8908
19.9116,33.2645
20.1242,33.6332
20.3300,33.9893
20.5368,34.3491
20.7455,34.7120
20.9443,35.0526
21.1536,35.4158
21.3762,35.8065
21.5853,36.1737
21.7998,36.5471
22.0148,36.9222
22.2090,37.2546
22.4130,37.6064
22.6219,37.9692
22.8370,38.3360
23.0461,38.7005
23.2582,39.0739
23.4782,39.4591
23.6915,39.8255
23.9071,40.1984
24.1220,40.5718
24.3410,40.9527
24.5591,41.3224
24.7774,41.7033
24.9914,42.0747
25.1971,42.4311
25.4105,42.7997
25.6243,43.1755
25.8468,43.5632
26.0560,43.9218
26.2622,44.2810
26.4623,44.6270
26.6720,44.9890
26.8892,45.3710
27.0997,45.7379
27.3094,46.1006
27.5135,46.4498
27.7271,46.8209
27.9539,47.2173
28.1665,47.5841
28.3775,47.9489
28.5928,48.3185
28.8108,48.6904
29.0316,49.0822
29.2524,49.4701
29.4690,49.8337
29.6791,50.1926
29.8821,50.5461
30.0961,50.9183
30.3114,51.2895
30.5233,51.6578
30.7339,52.0234
30.9479,52.3983
31.1595,52.7654
31.3716,53.1317
31.5795,53.4966
31.7878,53.8621
32.0066,54.2406
32.2184,54.6039
32.4264,54.9641
32.6475,55.3532
32.8635,55.7275
33.0713,56.0828
33.2753,56.4390
33.4933,56.8207
33.7006,57.1799
33.9191,57.5581
34.1303,57.9292
34.3447,58.2997
34.5655,58.6829
